,ID,Education,GradorPost,Marital_Status,Relationship,Dt_Customer,days,Year_Birth,Age,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,SumAcceptedCmp
628,3469,PhD,PostGrad Degree,Divorced,Single,2012-06-09,910,1977,37,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,0
629,5063,Graduation,Undergrad Degree,Single,Single,2012-12-18,718,1977,37,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,0
630,10727,PhD,PostGrad Degree,Married,Relationship,2013-11-19,382,1970,44,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,0
631,9624,PhD,PostGrad Degree,Together,Relationship,2014-06-13,176,1958,56,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,0
632,5156,2n Cycle,PostGrad Degree,Married,Relationship,2014-01-15,325,1970,44,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,0
633,4376,2n Cycle,PostGrad Degree,Single,Single,2014-02-15,294,1960,54,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,2
634,8923,Graduation,Undergrad Degree,Single,Single,2013-04-18,597,1973,41,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,1
635,8461,Graduation,Undergrad Degree,Divorced,Single,2014-10-03,64,1962,52,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0
636,6945,Graduation,Undergrad Degree,Single,Single,2013-04-06,609,1952,62,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,0
637,944,Graduation,Undergrad Degree,Married,Relationship,2013-08-01,492,1962,52,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,0
638,1907,Master,PostGrad Degree,Divorced,Single,2012-09-28,799,1950,64,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,1
639,701,Graduation,Undergrad Degree,Married,Relationship,2013-06-11,543,1971,43,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,1
640,3856,Graduation,Undergrad Degree,Together,Relationship,2012-05-10,940,1960,54,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,0
641,4149,PhD,PostGrad Degree,Together,Relationship,2014-05-13,207,1948,66,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,0
642,2131,PhD,PostGrad Degree,Divorced,Single,2012-12-30,706,1959,55,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,0
643,2942,Graduation,Undergrad Degree,Single,Single,2013-07-05,519,1964,50,45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,1
644,1173,Master,PostGrad Degree,Together,Relationship,2013-10-03,429,1947,67,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,3
645,4381,PhD,PostGrad Degree,Married,Relationship,2013-08-18,475,1971,43,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,0
646,4611,Graduation,Undergrad Degree,Together,Relationship,2013-01-21,684,1970,44,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,3
647,3376,Master,PostGrad Degree,Divorced,Single,2013-12-13,358,1970,44,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,0
648,4679,Master,PostGrad Degree,Married,Relationship,2014-05-23,197,1977,37,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,0
649,10928,Graduation,Undergrad Degree,Together,Relationship,2013-09-16,446,1958,56,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,0
650,4248,Master,PostGrad Degree,Single,Single,2014-02-17,292,1960,54,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,1
651,6728,Graduation,Undergrad Degree,Together,Relationship,2012-08-27,831,1985,29,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,0
652,6661,Graduation,Undergrad Degree,Married,Relationship,2012-12-08,728,1974,40,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,0
653,4725,PhD,PostGrad Degree,Together,Relationship,2014-04-13,237,1950,64,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,0
654,3277,Graduation,Undergrad Degree,Divorced,Single,2012-03-08,1003,1955,59,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,0
655,5555,Graduation,Undergrad Degree,Divorced,Single,2014-07-02,157,1975,39,115000.0,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
656,2564,Graduation,Undergrad Degree,Together,Relationship,2014-04-01,249,1953,61,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,0
657,946,2n Cycle,PostGrad Degree,Together,Relationship,2012-09-22,805,1958,56,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,0
658,3867,PhD,PostGrad Degree,Together,Relationship,2013-08-31,462,1947,67,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,0
659,6940,PhD,PostGrad Degree,Single,Single,2013-10-21,411,1966,48,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,1
660,55,Graduation,Undergrad Degree,Together,Relationship,2012-07-12,877,1963,51,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,0
661,7093,Graduation,Undergrad Degree,Married,Relationship,2013-11-14,387,1985,29,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,0
662,5084,Graduation,Undergrad Degree,Widow,Single,2013-12-25,346,1975,39,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,0
663,1777,Basic,Undergrad Degree,Married,Relationship,2012-07-09,880,1980,34,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,0
664,8162,Master,PostGrad Degree,Together,Relationship,2013-01-01,704,1956,58,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,0
665,10826,Graduation,Undergrad Degree,Married,Relationship,2012-12-28,708,1959,55,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,0
666,8754,PhD,PostGrad Degree,Together,Relationship,2013-05-16,569,1974,40,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,0
667,1987,Basic,Undergrad Degree,Single,Single,2013-09-25,437,1987,27,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,0
668,11007,PhD,PostGrad Degree,Married,Relationship,2013-09-05,457,1968,46,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,0
669,7426,2n Cycle,PostGrad Degree,Married,Relationship,2013-07-11,513,1971,43,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,0
670,9153,PhD,PostGrad Degree,Married,Relationship,2013-07-29,495,1964,50,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,0
671,10379,Master,PostGrad Degree,Single,Single,2013-08-11,482,1962,52,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,0
672,9204,Graduation,Undergrad Degree,Widow,Single,2012-12-09,727,1970,44,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,0
673,3197,Graduation,Undergrad Degree,Married,Relationship,2013-12-16,355,1980,34,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,0
674,2920,PhD,PostGrad Degree,Single,Single,2012-01-12,1059,1975,39,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,0
675,6961,Graduation,Undergrad Degree,Married,Relationship,2014-05-22,198,1974,40,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,0
676,4673,PhD,PostGrad Degree,Married,Relationship,2012-10-30,767,1963,51,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,2
677,9937,Graduation,Undergrad Degree,Single,Single,2014-02-01,308,1979,35,70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,0
678,8779,2n Cycle,PostGrad Degree,Married,Relationship,2013-06-16,538,1985,29,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,2
679,9596,PhD,PostGrad Degree,Single,Single,2013-12-23,348,1980,34,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,0
680,2891,Graduation,Undergrad Degree,Divorced,Single,2013-10-18,414,1963,51,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,0
681,4910,Graduation,Undergrad Degree,Divorced,Single,2012-08-30,828,1967,47,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,0
682,75,2n Cycle,PostGrad Degree,Together,Relationship,2013-07-25,499,1982,32,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,0
683,10120,Graduation,Undergrad Degree,Together,Relationship,2013-10-24,408,1955,59,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,0
684,6327,Graduation,Undergrad Degree,Together,Relationship,2013-12-19,352,1967,47,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,0
685,10142,PhD,PostGrad Degree,Divorced,Single,2013-07-03,521,1976,38,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,0
686,9826,PhD,PostGrad Degree,Single,Single,2012-12-09,727,1972,42,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,1
687,1501,PhD,PostGrad Degree,Married,Relationship,2012-04-08,972,1982,32,115000.0,0,0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,0
688,10767,PhD,PostGrad Degree,Together,Relationship,2014-05-16,204,1989,25,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,2
689,7279,PhD,PostGrad Degree,Together,Relationship,2013-09-30,432,1969,45,69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,0
690,7230,PhD,PostGrad Degree,Divorced,Single,2012-04-10,970,1960,54,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,2
691,143,Graduation,Undergrad Degree,Single,Single,2013-08-25,468,1970,44,61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,0
692,450,Master,PostGrad Degree,Together,Relationship,2013-12-07,364,1958,56,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,0
693,9316,Basic,Undergrad Degree,Together,Relationship,2013-02-11,663,1952,62,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,0
694,6379,Master,PostGrad Degree,Widow,Single,2013-05-29,556,1949,65,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,1
695,9239,Master,PostGrad Degree,Married,Relationship,2013-07-26,498,1961,53,61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,0
696,8315,Graduation,Undergrad Degree,Single,Single,2014-03-26,255,1995,19,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,0
697,2868,PhD,PostGrad Degree,Single,Single,2013-08-04,489,1949,65,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,1
698,10888,Graduation,Undergrad Degree,Single,Single,2013-03-11,635,1961,53,45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,0
699,1277,Graduation,Undergrad Degree,Together,Relationship,2014-09-04,93,1960,54,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,1
700,9977,Graduation,Undergrad Degree,Divorced,Single,2013-09-17,445,1973,41,78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,0
701,10196,Graduation,Undergrad Degree,Married,Relationship,2014-12-03,3,1978,36,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,0
702,6384,Graduation,Undergrad Degree,Divorced,Single,2014-11-02,34,1978,36,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,1
703,8029,Master,PostGrad Degree,Single,Single,2014-04-29,221,1988,26,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,4
704,968,Master,PostGrad Degree,Divorced,Single,2013-12-26,345,1968,46,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,0
705,6988,Graduation,Undergrad Degree,Married,Relationship,2013-10-01,431,1986,28,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,2
706,4472,PhD,PostGrad Degree,Divorced,Single,2014-06-27,162,1970,44,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,0
707,6991,Graduation,Undergrad Degree,Divorced,Single,2013-10-04,428,1951,63,43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,0
708,3336,PhD,PostGrad Degree,Together,Relationship,2013-11-21,380,1948,66,66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,1
709,4301,Master,PostGrad Degree,Married,Relationship,2013-10-01,431,1971,43,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,2
710,1940,Graduation,Undergrad Degree,Married,Relationship,2013-12-07,364,1986,28,25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,0
711,1272,Master,PostGrad Degree,Single,Single,2012-10-21,776,1965,49,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,0
712,1388,Graduation,Undergrad Degree,Single,Single,2013-02-20,654,1975,39,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,0
713,1044,Graduation,Undergrad Degree,Together,Relationship,2013-05-14,571,1953,61,58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,0
714,6969,Graduation,Undergrad Degree,Together,Relationship,2013-07-08,516,1982,32,50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,0
715,10479,PhD,PostGrad Degree,Married,Relationship,2012-07-12,877,1975,39,76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,0
716,3619,2n Cycle,PostGrad Degree,Divorced,Single,2012-09-23,804,1960,54,87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,2
717,1715,Graduation,Undergrad Degree,Together,Relationship,2013-11-02,399,1978,36,25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,0
718,10159,Graduation,Undergrad Degree,Divorced,Single,2013-03-31,615,1970,44,58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,0
719,1463,Graduation,Undergrad Degree,Single,Single,2014-03-29,252,1958,56,45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,0
720,5114,Master,PostGrad Degree,Married,Relationship,2012-12-19,717,1965,49,74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,0
721,4990,Graduation,Undergrad Degree,Married,Relationship,2013-02-05,669,1954,60,59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,0
722,4329,PhD,PostGrad Degree,Married,Relationship,2014-05-23,197,1984,30,18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,0
723,10936,Graduation,Undergrad Degree,Married,Relationship,2013-02-13,661,1965,49,72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,0
724,4692,Graduation,Undergrad Degree,Married,Relationship,2012-01-08,1063,1976,38,7500.0,1,0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,2
725,7212,Graduation,Undergrad Degree,Married,Relationship,2014-08-06,122,1966,48,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,0
726,6086,Graduation,Undergrad Degree,Married,Relationship,2013-11-23,378,1955,59,80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,1
727,437,Master,PostGrad Degree,Divorced,Single,2014-01-25,315,1976,38,75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,0
728,11171,Master,PostGrad Degree,Married,Relationship,2013-11-10,391,1965,49,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,0
729,11101,Graduation,Undergrad Degree,Together,Relationship,2013-04-15,600,1991,23,89891.0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,1
730,5329,PhD,PostGrad Degree,Divorced,Single,2013-09-27,435,1949,65,35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0
731,610,PhD,PostGrad Degree,Together,Relationship,2012-07-08,881,1953,61,53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,0
732,9384,Graduation,Undergrad Degree,Married,Relationship,2013-12-06,365,1978,36,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,0
733,5956,PhD,PostGrad Degree,Divorced,Single,2013-10-16,416,1948,66,45072.0,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,0
734,10430,Graduation,Undergrad Degree,Divorced,Single,2013-09-10,452,1973,41,89694.0,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,3
735,7875,Graduation,Undergrad Degree,Married,Relationship,2014-04-29,221,1949,65,72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,4
736,7072,Graduation,Undergrad Degree,Married,Relationship,2013-03-29,617,1973,41,67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,0
737,6255,Master,PostGrad Degree,Together,Relationship,2014-03-06,275,1952,62,70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,0
738,6516,Basic,Undergrad Degree,Married,Relationship,2013-03-18,628,1989,25,17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,0
739,5564,Graduation,Undergrad Degree,Together,Relationship,2012-09-08,819,1969,45,62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,0
740,5682,PhD,PostGrad Degree,Single,Single,2013-03-23,623,1953,61,64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,0
741,7458,Master,PostGrad Degree,Together,Relationship,2013-06-03,551,1956,58,34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,0
742,5237,PhD,PostGrad Degree,Single,Single,2014-01-01,339,1950,64,48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,0
743,7761,2n Cycle,PostGrad Degree,Together,Relationship,2013-01-08,697,1978,36,38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,0
744,5278,Graduation,Undergrad Degree,Married,Relationship,2014-01-25,315,1964,50,82224.0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,1
745,3560,Graduation,Undergrad Degree,Together,Relationship,2013-12-05,366,1952,62,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,1
746,7235,2n Cycle,PostGrad Degree,Married,Relationship,2013-09-12,450,1975,39,17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,0
747,10548,Graduation,Undergrad Degree,Single,Single,2014-09-03,94,1995,19,71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,0
748,2281,Graduation,Undergrad Degree,Single,Single,2013-09-15,447,1970,44,33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,1
749,4073,2n Cycle,PostGrad Degree,Married,Relationship,2014-01-29,311,1954,60,63564.0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,2
750,6974,PhD,PostGrad Degree,Together,Relationship,2013-12-31,340,1972,42,83443.0,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,0
751,7938,PhD,PostGrad Degree,Together,Relationship,2013-03-10,636,1958,56,51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,0
752,7094,Graduation,Undergrad Degree,Widow,Single,2013-12-25,346,1975,39,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,0
753,3667,Graduation,Undergrad Degree,Married,Relationship,2013-02-28,646,1969,45,80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,4
754,7723,Graduation,Undergrad Degree,Together,Relationship,2014-02-05,304,1979,35,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,0
755,3870,2n Cycle,PostGrad Degree,Together,Relationship,2013-09-02,460,1978,36,63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,0
756,4012,PhD,PostGrad Degree,Together,Relationship,2012-11-08,758,1972,42,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,1
757,5909,Graduation,Undergrad Degree,Married,Relationship,2013-09-19,443,1964,50,58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,0
758,10470,Master,PostGrad Degree,Married,Relationship,2013-03-15,631,1979,35,40662.0,1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,0
759,6488,PhD,PostGrad Degree,Married,Relationship,2014-06-04,185,1959,55,38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,0
760,10270,2n Cycle,PostGrad Degree,Married,Relationship,2013-03-10,636,1981,33,35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,0
761,6887,Graduation,Undergrad Degree,Single,Single,2014-04-24,226,1967,47,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,0
762,6406,Master,PostGrad Degree,Married,Relationship,2013-10-28,404,1988,26,78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,0
763,7573,PhD,PostGrad Degree,Single,Single,2013-10-05,427,1978,36,31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,2
764,4508,Graduation,Undergrad Degree,Single,Single,2014-05-22,198,1952,62,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,0
765,221,Graduation,Undergrad Degree,Married,Relationship,2013-04-27,588,1955,59,48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,0
766,5331,Graduation,Undergrad Degree,Married,Relationship,2012-11-09,757,1977,37,74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,0
767,1911,Graduation,Undergrad Degree,Together,Relationship,2012-05-09,941,1987,27,67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,0
768,20,2n Cycle,PostGrad Degree,Married,Relationship,2013-01-09,696,1965,49,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,0
769,8786,Master,PostGrad Degree,Married,Relationship,2013-05-26,559,1956,58,62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,0
770,10582,Graduation,Undergrad Degree,Married,Relationship,2013-03-07,639,1979,35,72063.0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,0
771,1915,PhD,PostGrad Degree,Married,Relationship,2013-12-12,359,1951,63,78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,0
772,8897,Graduation,Undergrad Degree,Single,Single,2013-04-24,591,1965,49,42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,1
773,2371,Graduation,Undergrad Degree,Married,Relationship,2013-04-13,602,1972,42,33622.0,1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,0
774,4303,PhD,PostGrad Degree,Together,Relationship,2012-08-12,846,1957,57,6835.0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,0
775,6825,Graduation,Undergrad Degree,Together,Relationship,2013-06-03,551,1953,61,41452.0,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,0
776,1072,PhD,PostGrad Degree,Single,Single,2013-08-30,463,1965,49,40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,0
777,4964,PhD,PostGrad Degree,Together,Relationship,2014-01-26,314,1958,56,74250.0,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,0
778,2461,Master,PostGrad Degree,Single,Single,2013-12-18,353,1955,59,51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,0
779,10736,Graduation,Undergrad Degree,Single,Single,2013-12-09,362,1971,43,72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,0
780,3194,PhD,PostGrad Degree,Single,Single,2014-05-04,216,1974,40,71466.0,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,0
781,10839,Graduation,Undergrad Degree,Together,Relationship,2014-04-14,236,1976,38,36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,0
